yr_sold,mth_sold,day_sold,price,log_price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,Auburn,Beaux Arts Village,Bellevue,Black Diamond,Bothell,Burien,Carnation,Clyde Hill,Covington,Des Moines,Duvall,Enumclaw,Fall City,Federal Way,Issaquah,Kenmore,Kent,Kirkland,Lake Forest Park,Maple Valley,Medina,Mercer Island,Milton,Newcastle,Normandy Park,North Bend,Pacific,Preston,Ravensdale,Redmond,Renton,Sammamish,SeaTac,Seattle,Shoreline,Skykomish,Snoqualmie,Snoqualmie Pass,Tukwila,Vashon,Woodinville,Yarrow Point
2014,5,12,341000.0,12.739637756265655,3,1.5,1720,7119,1.5,0,0,4,1720,0,1952,0,98155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2014,5,12,235000.0,12.367340793126296,1,1.0,810,2451,1.0,0,0,5,810,0,1941,0,98126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1200000.0,13.997832114758229,3,1.75,1560,8078,1.5,1,4,4,1560,0,1928,0,98040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,560000.0,13.235692062711331,3,2.0,2560,216777,1.0,0,0,3,2560,0,1986,0,98092,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,900000.0,13.710150042306449,4,3.25,4700,38412,2.0,0,0,3,3420,1280,1978,0,98005,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,255000.0,12.449018824140563,2,1.0,1220,2500,1.0,0,0,3,770,450,1910,2006,98126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1575000.0,14.269765830241871,5,2.75,3650,20150,1.0,0,0,4,2360,1290,1975,0,98004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,876650.0,13.683863103898274,3,3.25,2170,12508,1.5,0,0,5,1650,520,1928,1970,98040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,540000.0,13.199324418540456,4,2.25,2540,228254,1.0,0,0,3,1450,1090,1990,2009,98019,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,350000.0,12.765688433465597,2,1.0,910,4500,1.5,0,0,4,910,0,1906,1990,98118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,750000.0,13.527828485512494,4,2.5,2980,4930,2.0,0,0,3,2890,90,2000,0,98006,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,582000.0,13.274225726713574,4,1.75,2120,4650,1.0,0,1,3,1190,930,1951,1994,98117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1315000.0,14.089347223594002,4,3.5,3460,3997,2.0,0,0,3,2560,900,2004,2003,98103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,372500.0,12.827992316801751,5,3.0,2480,10090,1.0,0,0,3,1300,1180,2004,2003,98178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,410000.0,12.92391243868049,3,2.25,2200,16921,2.0,0,0,3,2200,0,1987,2000,98038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,360000.0,12.793859310432293,4,2.0,1730,5500,1.0,0,0,5,1010,720,1943,0,98106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1015000.0,13.830399170458024,3,2.5,2920,34527,1.0,0,4,4,1800,1120,1954,1983,98116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,225000.0,12.323855681186558,3,1.0,990,8012,1.0,0,0,4,990,0,1966,0,98058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,647000.0,13.380101573483037,4,2.5,3040,6887,2.0,0,0,3,3040,0,1999,0,98074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2014,5,12,950000.0,13.764217263576723,5,3.0,4530,258746,1.5,0,0,4,3200,1330,2003,0,98077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2014,5,12,185000.0,12.128111104060462,3,1.5,1370,8470,1.0,0,0,4,1370,0,1961,2001,98092,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,335000.0,12.721885810807203,3,2.5,1940,4927,2.0,0,0,3,1940,0,2004,2003,98058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,210000.0,12.254862809699606,3,2.5,1040,2643,2.0,0,0,3,720,320,2004,2003,98118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,522000.0,13.165422866864775,4,2.25,1800,8623,1.0,0,0,4,1360,440,1980,0,98033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,770000.0,13.554145793829866,3,1.75,1720,5000,1.0,0,0,3,1720,0,1954,2014,98122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,499950.0,13.122263372403996,3,1.0,980,6380,1.0,0,0,3,760,220,1941,1994,98115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,751000.0,13.529160930746272,4,2.5,3110,6142,2.0,0,0,3,3110,0,2004,2003,98052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,330000.0,12.706847933442663,5,3.0,2100,7715,1.0,0,0,3,1250,850,2013,1923,98168,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,465000.0,13.049792684569493,3,1.5,2020,11358,1.0,0,0,4,1190,830,1956,0,98033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,850000.0,13.652991628466498,4,1.75,2350,11914,1.0,0,0,4,2350,0,1961,2001,98040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,947500.0,13.761582215938718,4,2.25,3290,12329,1.5,0,0,4,3290,0,1968,0,98040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,302000.0,12.618182296357007,5,2.25,2180,7813,2.0,0,0,3,2180,0,1986,0,98038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,500000.0,13.122363377404328,2,2.25,1290,1334,3.0,0,0,3,1290,0,2007,0,98107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,201000.0,12.211060187041213,3,1.0,1460,9750,1.0,0,0,4,1460,0,1969,0,98042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,265000.0,12.487485104968359,2,1.0,1290,2828,2.0,0,0,3,1290,0,2008,0,98053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,870300.0,13.676593258777604,4,2.5,2350,3150,1.5,0,0,4,1690,660,1910,0,98103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,339000.0,12.733755386362587,3,1.0,1080,8100,1.0,0,0,4,1080,0,1955,2009,98155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2014,5,12,690000.0,13.444446876573442,4,2.5,2670,13463,2.0,0,0,4,2670,0,1989,0,98029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,788000.0,13.577253368840017,4,3.25,3680,5759,2.0,0,0,3,2840,840,2003,0,98027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,315275.0,12.661200552824075,3,1.75,1440,8040,1.0,0,0,3,960,480,1951,1994,98125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,505000.0,13.132313708257497,4,1.75,1940,4800,1.0,0,0,5,1030,910,1922,1956,98122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,368000.0,12.815838217151068,3,1.0,1280,9898,1.0,0,0,3,1280,0,1968,1997,98072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2014,5,12,947500.0,13.761582215938718,3,2.75,2980,27144,1.5,1,2,5,2180,800,1917,0,98166,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,156000.0,11.957611286231675,3,1.0,970,8580,1.0,0,0,3,970,0,1959,1989,98003,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,610000.0,13.321214236149494,4,3.0,2110,5000,1.5,0,2,4,1640,470,1930,0,98136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,420000.0,12.948009990259552,2,2.5,1480,1369,3.0,0,0,3,1480,0,2009,0,98052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,192000.0,12.165250651009918,2,1.0,700,10540,1.0,0,0,3,700,0,1953,0,98166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,910000.0,13.721199878493033,3,2.0,2700,6120,1.0,0,0,4,1350,1350,1962,0,98115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1300000.0,14.077874822431765,4,3.25,2330,9687,2.0,0,3,3,2330,0,1918,0,98112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1346400.0,14.112944921858734,5,1.75,3380,20021,1.0,0,0,4,1690,1690,1963,0,98004,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,840000.0,13.641157170819497,4,2.75,2600,2750,1.5,0,0,3,1620,980,1936,0,98109,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,300000.0,12.611537753638338,2,1.75,1360,8100,1.0,0,0,3,860,500,1975,0,98177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,505000.0,13.132313708257497,4,2.5,2780,6369,1.0,0,0,3,1590,1190,1978,0,98034,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,110000.0,11.608235644774552,3,1.0,1250,53143,1.0,0,0,5,1250,0,1945,0,98038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,746000.0,13.522480879185897,3,2.5,2620,8950,2.0,0,0,3,2620,0,1992,0,98006,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,211000.0,12.259613412458204,3,1.5,1350,7620,1.0,0,0,5,1350,0,1941,0,98166,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,675000.0,13.422467969854667,4,3.0,2400,3340,1.0,0,0,4,1200,1200,1964,0,98107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,734200.0,13.506536750044871,4,2.5,2760,5000,1.5,0,0,5,1680,1080,1928,1970,98107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1225000.0,14.018451401960965,4,2.25,3070,16028,1.0,0,3,3,1870,1200,1976,0,98040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,615000.0,13.329377546788654,2,1.75,2040,28593,1.5,1,3,4,2040,0,1919,1990,98070,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2014,5,12,630000.0,13.353475098367715,4,2.0,1770,6000,2.0,0,0,5,1770,0,1911,1981,98199,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1264000.0,14.049791853688939,4,3.75,3490,9170,2.0,0,0,3,3490,0,2012,1912,98004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,301500.0,12.616525295149378,2,1.5,830,1333,2.0,0,0,3,830,0,2005,0,98136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,369000.0,12.818551923022664,2,2.5,980,895,2.0,0,0,3,670,310,2009,0,98116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,635000.0,13.36138027787483,3,2.5,1570,1433,3.0,0,0,3,1570,0,2010,0,98103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,12,1033888.0,13.848837010969078,4,3.25,3270,5187,2.0,0,0,3,3110,160,2014,0,98052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,383000.0,12.855790268162783,4,2.5,2160,6223,2.0,0,0,3,2160,0,2010,0,98038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,12,1050000.0,13.864300722133706,4,3.75,3280,11000,2.0,0,0,3,2320,960,2008,0,98033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,13,455000.0,13.028052697933088,4,2.5,3360,7685,2.0,0,0,3,3360,0,2001,0,98058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2014,5,13,819900.0,13.616937660584268,5,2.75,3150,7119,2.0,0,0,3,3150,0,2013,1923,98052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,13,625000.0,13.345506928718539,3,3.5,1810,1846,2.0,0,0,4,1440,370,2009,0,98122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,5,13,651000.0,13.386264921190707,4,2.5,2740,7140,2.0,0,0,3,2740,0,1993,0,98074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2014,5,13,480000.0,13.081541382884074,5,4.75,3830,35000,1.0,0,0,3,2130,1700,1976,0,98077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2014,5,13,757000.0,13.537118532419585,3,3.25,3190,5283,2.0,0,0,3,3190,0,2007,0,98029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,13,460000.0,13.038981768465277,3,2.25,2350,10450,1.0,0,0,3,1390,960,1977,2004,98028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,13,267345.0,12.496295238126061,4,2.25,2510,8165,1.0,0,0,4,1610,900,1972,0,98023,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,13,530000.0,13.180632285528304,2,2.0,1680,4950,1.0,0,0,3,1680,0,2006,0,98053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2014,5,13,449500.0,13.015891132893811,3,2.0,1770,6610,1.0,0,0,4,960,810,1954,1979,98133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2014,5,13,289000.0,12.57418196709457,3,1.0,1090,7315,1.0,0,0,5,1090,0,1981,0,98056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
